Subscription Type,Monthly Revenue,Join Date,Country,Age,Gender,Device,Plan Duration
Basic,12,2022-07-13,Canada,46,Male,Smartphone,1 Month
Standard,12,2022-07-14,United Kingdom,46,Female,Smartphone,1 Month
Standard,14,2022-07-15,Australia,47,Female,Smartphone,1 Month
Basic,14,2022-07-16,Germany,40,Female,Smart TV,1 Month
Premium,12,2022-07-18,France,41,Female,Tablet,1 Month
Basic,12,2022-07-23,Brazil,30,Female,Smartphone,1 Month
Standard,12,2022-07-25,Mexico,31,Female,Tablet,1 Month
Premium,14,2022-07-30,Spain,42,Male,Smart TV,1 Month
Basic,12,2022-08-06,Italy,46,Female,Tablet,1 Month
Premium,13,2022-08-14,Spain,34,Female,Smart TV,1 Month
Basic,14,2022-08-23,Spain,42,Male,Laptop,1 Month
Standard,13,2022-08-27,United States,45,Male,Tablet,1 Month
Standard,12,2022-08-29,Canada,30,Male,Smart TV,1 Month
Basic,12,2022-09-01,United States,44,Male,Smartphone,1 Month
Premium,10,2022-09-07,United States,37,Male,Smart TV,1 Month
Basic,10,2022-09-13,Canada,43,Male,Smart TV,1 Month
Standard,12,2022-09-14,United Kingdom,46,Male,Smartphone,1 Month
Premium,11,2022-09-17,Australia,40,Female,Tablet,1 Month
Basic,11,2022-09-23,Germany,45,Female,Smartphone,1 Month
Premium,10,2022-09-27,France,48,Female,Smartphone,1 Month
Basic,10,2022-10-03,Brazil,43,Female,Tablet,1 Month
Standard,13,2022-10-10,Mexico,48,Male,Smart TV,1 Month
Standard,10,2022-10-12,Spain,32,Female,Smartphone,1 Month
Basic,12,2022-10-14,Italy,38,Male,Laptop,1 Month
Premium,13,2022-10-16,Spain,50,Male,Smartphone,1 Month
Basic,11,2022-10-18,Spain,33,Female,Laptop,1 Month
Standard,14,2022-10-20,United States,27,Male,Smart TV,1 Month
Premium,12,2022-10-22,Canada,47,Male,Tablet,1 Month
Basic,12,2022-10-25,United States,35,Female,Smart TV,1 Month
Basic,12,2022-10-26,United States,41,Male,Tablet,1 Month
Basic,14,2022-10-29,Canada,39,Female,Smart TV,1 Month
Standard,13,2022-10-31,United Kingdom,46,Female,Smartphone,1 Month
Premium,14,2022-11-04,Australia,33,Female,Smartphone,1 Month
Basic,11,2022-11-06,Germany,30,Male,Laptop,1 Month
Basic,13,2022-11-07,France,46,Male,Tablet,1 Month
Premium,15,2022-11-08,Brazil,42,Female,Tablet,1 Month
Standard,11,2022-11-09,Mexico,28,Female,Tablet,1 Month
Standard,10,2022-11-10,Spain,40,Male,Smart TV,1 Month
Basic,14,2022-11-10,Italy,31,Female,Smart TV,1 Month
Premium,13,2022-11-10,Spain,27,Male,Laptop,1 Month
Standard,14,2022-11-09,Spain,45,Female,Tablet,1 Month
Basic,10,2022-11-09,United States,49,Female,Smart TV,1 Month
Standard,12,2022-11-06,Canada,28,Male,Tablet,1 Month
Premium,14,2022-11-03,United States,33,Male,Smart TV,1 Month
Basic,15,2022-10-27,United States,38,Male,Smart TV,1 Month
Premium,15,2022-10-28,Canada,44,Male,Tablet,1 Month
Standard,15,2022-10-18,United Kingdom,34,Female,Laptop,1 Month
Basic,15,2022-10-04,Australia,35,Male,Laptop,1 Month
Standard,10,2022-09-29,Germany,47,Male,Tablet,1 Month
Premium,12,2022-09-29,France,30,Male,Smartphone,1 Month
Basic,12,2022-09-23,Brazil,50,Female,Smart TV,1 Month
Standard,12,2022-09-17,Mexico,32,Male,Laptop,1 Month
Premium,14,2022-09-12,Spain,36,Female,Smart TV,1 Month
Basic,14,2022-08-16,Italy,40,Female,Smart TV,1 Month
Premium,15,2022-08-16,Spain,39,Male,Smartphone,1 Month
Basic,11,2022-08-13,Spain,28,Male,Smartphone,1 Month
Standard,12,2022-08-12,United States,29,Female,Smart TV,1 Month
Standard,14,2022-08-13,Canada,49,Male,Tablet,1 Month
Basic,14,2022-07-30,United States,40,Male,Laptop,1 Month
Premium,12,2022-07-25,United States,29,Male,Laptop,1 Month
Basic,14,2022-07-25,Canada,35,Female,Tablet,1 Month
Standard,14,2022-07-26,United Kingdom,44,Male,Smartphone,1 Month
Premium,11,2022-07-25,Australia,39,Male,Smart TV,1 Month
Basic,12,2022-07-23,Germany,27,Male,Smart TV,1 Month
Premium,11,2022-07-18,France,31,Male,Smart TV,1 Month
Basic,13,2022-07-13,Brazil,39,Female,Laptop,1 Month
Standard,13,2022-07-13,Mexico,44,Male,Laptop,1 Month
Standard,10,2022-07-13,Spain,48,Female,Tablet,1 Month
Basic,11,2022-07-13,Italy,27,Male,Smartphone,1 Month
Premium,13,2022-07-13,Spain,27,Male,Laptop,1 Month
Basic,14,2022-07-14,Spain,41,Male,Smart TV,1 Month
Standard,15,2022-07-15,United States,44,Female,Tablet,1 Month
Premium,12,2022-07-16,Canada,29,Female,Tablet,1 Month
Basic,13,2022-07-18,United States,42,Female,Smartphone,1 Month
Premium,15,2022-07-21,United States,45,Female,Smart TV,1 Month
Basic,11,2022-07-24,Canada,39,Female,Tablet,1 Month
Standard,15,2022-07-29,United Kingdom,41,Female,Tablet,1 Month
Standard,10,2022-08-06,Australia,41,Female,Laptop,1 Month
Basic,15,2022-08-11,Germany,41,Male,Smartphone,1 Month
Premium,14,2022-08-16,France,47,Female,Smart TV,1 Month
Basic,10,2022-08-21,Brazil,49,Female,Smartphone,1 Month
Standard,12,2022-08-22,Mexico,29,Male,Laptop,1 Month
Premium,10,2022-08-24,Spain,33,Male,Tablet,1 Month
Basic,13,2022-09-02,Italy,45,Female,Smart TV,1 Month
Premium,13,2022-09-06,Spain,41,Female,Laptop,1 Month
Basic,11,2022-09-11,Spain,31,Male,Laptop,1 Month
Standard,15,2022-09-16,United States,51,Male,Tablet,1 Month
Standard,11,2022-09-22,Canada,43,Female,Smartphone,1 Month
Basic,12,2022-09-26,United States,33,Female,Laptop,1 Month
Premium,10,2022-10-02,United States,47,Female,Smartphone,1 Month
Basic,13,2022-10-04,Canada,40,Female,Laptop,1 Month
Standard,14,2022-10-09,United Kingdom,34,Female,Smartphone,1 Month
Premium,15,2022-10-11,Australia,40,Male,Tablet,1 Month
Basic,15,2022-10-15,Germany,38,Male,Laptop,1 Month
Premium,11,2022-10-16,France,47,Male,Smart TV,1 Month
Basic,13,2022-10-18,Brazil,29,Male,Smart TV,1 Month
Standard,14,2022-10-21,Mexico,49,Female,Smartphone,1 Month
Standard,12,2022-10-22,Spain,40,Male,Smart TV,1 Month
Basic,12,2022-10-25,Italy,51,Female,Laptop,1 Month
Premium,11,2022-10-29,Spain,51,Female,Tablet,1 Month
Basic,12,2022-10-30,Spain,50,Female,Smart TV,1 Month
Standard,10,2022-11-04,United States,47,Female,Laptop,1 Month
Premium,10,2022-11-05,Canada,40,Male,Smart TV,1 Month
Basic,15,2022-11-07,United States,35,Female,Smart TV,1 Month
Basic,15,2022-11-08,United States,37,Female,Smart TV,1 Month
Basic,15,2022-11-09,Canada,30,Male,Tablet,1 Month
Standard,15,2022-11-10,United Kingdom,47,Female,Tablet,1 Month
Premium,12,2022-11-11,Australia,35,Male,Smartphone,1 Month
Basic,14,2022-11-10,Germany,33,Male,Tablet,1 Month
Basic,13,2022-11-10,France,51,Female,Laptop,1 Month
Premium,12,2022-11-11,Brazil,31,Female,Tablet,1 Month
Standard,10,2022-11-07,Mexico,48,Female,Laptop,1 Month
Standard,11,2022-11-04,Spain,40,Male,Laptop,1 Month
Basic,15,2022-10-31,Italy,41,Female,Laptop,1 Month
Premium,15,2022-10-29,Spain,41,Male,Laptop,1 Month
Standard,12,2022-10-20,Spain,28,Female,Laptop,1 Month
Basic,13,2022-10-14,United States,45,Female,Laptop,1 Month
Standard,11,2022-10-12,Canada,32,Female,Laptop,1 Month
Premium,10,2022-10-01,United States,31,Male,Tablet,1 Month
Basic,10,2022-09-25,United States,40,Female,Tablet,1 Month
Premium,10,2022-09-23,Canada,40,Female,Smartphone,1 Month
Standard,14,2022-09-19,United Kingdom,50,Male,Tablet,1 Month
Basic,12,2022-09-02,Australia,41,Male,Smartphone,1 Month
Standard,10,2022-08-30,Germany,43,Male,Tablet,1 Month
Premium,15,2022-08-16,France,43,Male,Tablet,1 Month
Basic,11,2022-08-15,Brazil,36,Female,Smartphone,1 Month
Standard,15,2022-08-16,Mexico,48,Male,Smart TV,1 Month
Premium,15,2022-08-01,Spain,33,Female,Smartphone,1 Month
Basic,14,2022-07-27,Italy,30,Female,Smart TV,1 Month
Premium,14,2022-07-26,Spain,37,Female,Laptop,1 Month
Basic,13,2022-07-26,Spain,49,Male,Smart TV,1 Month
Standard,15,2022-07-27,United States,47,Female,Smartphone,1 Month
Standard,10,2022-07-26,Canada,45,Female,Tablet,1 Month
Basic,11,2022-07-23,United States,50,Male,Smart TV,1 Month
Premium,12,2022-07-20,United States,36,Male,Smartphone,1 Month
Basic,14,2022-07-14,Canada,37,Male,Smart TV,1 Month
Standard,15,2022-07-14,United Kingdom,38,Female,Tablet,1 Month
Premium,10,2022-07-14,Australia,40,Male,Smart TV,1 Month
Basic,13,2022-07-13,Germany,38,Female,Smart TV,1 Month
Premium,14,2022-07-14,France,46,Female,Tablet,1 Month
Basic,10,2022-07-15,Brazil,40,Female,Smartphone,1 Month
Standard,13,2022-07-16,Mexico,34,Male,Smart TV,1 Month
Standard,12,2022-07-18,Spain,39,Female,Smartphone,1 Month
Basic,13,2022-07-19,Italy,47,Male,Smartphone,1 Month
Premium,15,2022-07-22,Spain,41,Male,Laptop,1 Month
Basic,12,2022-07-27,Spain,47,Female,Tablet,1 Month
Standard,13,2022-08-02,United States,50,Male,Smartphone,1 Month
Premium,10,2022-08-10,Canada,31,Male,Tablet,1 Month
Basic,13,2022-08-15,United States,41,Male,Smartphone,1 Month
Premium,11,2022-08-18,United States,31,Female,Laptop,1 Month
Basic,12,2022-08-20,Canada,41,Female,Smart TV,1 Month
Standard,12,2022-08-23,United Kingdom,28,Male,Tablet,1 Month
Standard,14,2022-08-24,Australia,40,Female,Smartphone,1 Month
Basic,11,2022-08-30,Germany,34,Female,Smart TV,1 Month
Premium,10,2022-09-06,France,37,Male,Smartphone,1 Month
Basic,13,2022-09-13,Brazil,30,Female,Laptop,1 Month
Standard,12,2022-09-18,Mexico,32,Male,Tablet,1 Month
Premium,14,2022-09-22,Spain,41,Male,Smartphone,1 Month
Basic,13,2022-09-28,Italy,42,Female,Tablet,1 Month
Premium,13,2022-10-03,Spain,40,Male,Laptop,1 Month
Basic,11,2022-10-05,Spain,30,Female,Smartphone,1 Month
Standard,14,2022-10-09,United States,43,Male,Laptop,1 Month
Standard,14,2022-10-15,Canada,31,Female,Tablet,1 Month
Basic,15,2022-10-16,United States,45,Male,Smartphone,1 Month
Premium,10,2022-10-18,United States,33,Male,Smart TV,1 Month
Basic,14,2022-10-19,Canada,41,Male,Smartphone,1 Month
Standard,11,2022-10-22,United Kingdom,37,Male,Smart TV,1 Month
Premium,12,2022-10-23,Australia,40,Female,Smartphone,1 Month
Basic,10,2022-10-29,Germany,36,Male,Tablet,1 Month
Premium,14,2022-10-30,France,28,Male,Smart TV,1 Month
Basic,12,2022-11-03,Brazil,38,Male,Smartphone,1 Month
Standard,11,2022-11-04,Mexico,36,Female,Tablet,1 Month
Standard,12,2022-11-05,Spain,47,Female,Smart TV,1 Month
Basic,12,2022-11-07,Italy,35,Female,Laptop,1 Month
Premium,14,2022-11-09,Spain,29,Female,Tablet,1 Month
Basic,14,2022-11-10,Spain,49,Female,Smart TV,1 Month
Standard,11,2022-11-11,United States,34,Male,Smart TV,1 Month
Premium,13,2022-11-11,Canada,37,Male,Smart TV,1 Month
Basic,14,2022-11-10,United States,50,Male,Smart TV,1 Month
Basic,12,2022-11-11,United States,38,Male,Smart TV,1 Month
Basic,15,2022-11-12,Canada,37,Female,Smart TV,1 Month
Standard,12,2022-11-07,United Kingdom,34,Male,Laptop,1 Month
Premium,13,2022-11-04,Australia,30,Male,Smart TV,1 Month
Basic,13,2022-11-03,Germany,35,Male,Laptop,1 Month
Basic,12,2022-11-01,France,39,Male,Tablet,1 Month
Premium,10,2022-10-29,Brazil,47,Female,Tablet,1 Month
Standard,13,2022-10-26,Mexico,40,Female,Laptop,1 Month
Standard,12,2022-10-25,Spain,33,Male,Smart TV,1 Month
Basic,12,2022-10-22,Italy,32,Female,Smartphone,1 Month
Premium,13,2022-10-16,Spain,32,Male,Smart TV,1 Month
Standard,10,2022-10-15,Spain,30,Female,Smart TV,1 Month
Basic,12,2022-09-19,United States,49,Male,Tablet,1 Month
Standard,13,2022-09-16,Canada,39,Female,Smartphone,1 Month
Premium,15,2022-09-08,United States,45,Male,Laptop,1 Month
Basic,14,2022-08-21,United States,43,Male,Smartphone,1 Month
Premium,10,2022-08-20,Canada,41,Male,Smartphone,1 Month
Standard,10,2022-08-10,United Kingdom,38,Female,Tablet,1 Month
Basic,13,2022-07-31,Australia,34,Female,Smartphone,1 Month
Standard,15,2022-07-30,Germany,38,Male,Laptop,1 Month
Premium,11,2022-07-31,France,48,Male,Tablet,1 Month
Basic,11,2022-07-30,Brazil,38,Female,Smart TV,1 Month
Standard,10,2022-07-30,Mexico,34,Female,Laptop,1 Month
Premium,10,2022-07-27,Spain,44,Female,Tablet,1 Month
Basic,11,2022-07-21,Italy,39,Male,Smartphone,1 Month
Premium,10,2022-07-20,Spain,43,Female,Smartphone,1 Month
Basic,13,2022-07-16,Spain,49,Female,Smart TV,1 Month
Standard,10,2022-07-16,United States,48,Female,Smart TV,1 Month
Standard,11,2022-07-14,Canada,47,Female,Tablet,1 Month
Basic,12,2022-07-14,United States,27,Female,Laptop,1 Month
Premium,14,2022-07-15,United States,40,Female,Smartphone,1 Month
Basic,11,2022-07-16,Canada,43,Female,Smart TV,1 Month
Standard,15,2022-07-18,United Kingdom,30,Female,Laptop,1 Month
Premium,13,2022-07-19,Australia,43,Female,Smart TV,1 Month
Basic,13,2022-07-22,Germany,49,Male,Laptop,1 Month
Premium,13,2022-07-25,France,47,Male,Smartphone,1 Month
Basic,13,2022-07-26,Brazil,33,Male,Smartphone,1 Month
Standard,15,2022-08-04,Mexico,48,Female,Smartphone,1 Month
Standard,13,2022-08-12,Spain,31,Male,Laptop,1 Month
Basic,13,2022-08-14,Italy,30,Male,Tablet,1 Month
Premium,14,2022-08-16,Spain,34,Female,Smartphone,1 Month
Basic,12,2022-08-17,Spain,37,Male,Smartphone,1 Month
Standard,11,2022-08-22,United States,44,Female,Smart TV,1 Month
Premium,13,2022-08-26,Canada,28,Female,Smart TV,1 Month
Basic,11,2022-09-06,United States,47,Male,Smartphone,1 Month
Premium,11,2022-09-09,United States,43,Male,Smart TV,1 Month
Basic,12,2022-09-17,Canada,51,Male,Tablet,1 Month
Standard,14,2022-09-19,United Kingdom,50,Male,Laptop,1 Month
Standard,11,2022-09-24,Australia,40,Female,Smartphone,1 Month
Basic,11,2022-09-29,Germany,31,Female,Laptop,1 Month
Premium,15,2022-10-03,France,29,Female,Smartphone,1 Month
Basic,15,2022-10-07,Brazil,38,Female,Tablet,1 Month
Standard,14,2022-10-14,Mexico,47,Male,Tablet,1 Month
Premium,15,2022-10-16,Spain,30,Male,Tablet,1 Month
Basic,13,2022-10-18,Italy,42,Male,Laptop,1 Month
Premium,12,2022-10-19,Spain,49,Male,Smart TV,1 Month
Basic,14,2022-10-20,Spain,50,Female,Tablet,1 Month
Standard,11,2022-10-22,United States,51,Male,Smart TV,1 Month
Standard,11,2022-10-25,Canada,47,Male,Smartphone,1 Month
Basic,13,2022-10-27,United States,36,Female,Smartphone,1 Month
Premium,12,2022-10-30,United States,30,Female,Laptop,1 Month
Basic,12,2022-11-01,Canada,34,Female,Tablet,1 Month
Standard,10,2022-11-05,United Kingdom,35,Female,Tablet,1 Month
Premium,14,2022-11-07,Australia,30,Male,Smart TV,1 Month
Basic,14,2022-11-08,Germany,30,Male,Tablet,1 Month
Premium,11,2022-11-10,France,41,Female,Smartphone,1 Month
Basic,15,2022-11-11,Brazil,39,Female,Smartphone,1 Month
Standard,14,2022-11-12,Mexico,30,Male,Tablet,1 Month
Standard,12,2022-11-11,Spain,36,Female,Smart TV,1 Month
Basic,11,2022-11-11,Italy,33,Female,Smartphone,1 Month
Premium,11,2022-11-12,Spain,35,Female,Tablet,1 Month
Basic,14,2022-11-11,Spain,46,Male,Tablet,1 Month
Standard,12,2022-11-07,United States,51,Female,Tablet,1 Month
Premium,13,2022-11-05,Canada,42,Female,Smartphone,1 Month
Basic,13,2022-11-02,United States,30,Female,Smart TV,1 Month
Basic,10,2022-10-31,United States,45,Male,Smartphone,1 Month
Basic,15,2022-10-29,Canada,27,Male,Smartphone,1 Month
Standard,10,2022-10-25,United Kingdom,41,Male,Smart TV,1 Month
Premium,14,2022-10-23,Australia,35,Male,Tablet,1 Month
Basic,10,2022-10-17,Germany,30,Male,Laptop,1 Month
Basic,11,2022-10-16,France,35,Female,Laptop,1 Month
Premium,12,2022-10-05,Brazil,47,Female,Smartphone,1 Month
Standard,15,2022-09-17,Mexico,41,Male,Laptop,1 Month
Standard,12,2022-09-17,Spain,48,Female,Tablet,1 Month
Basic,12,2022-09-06,Italy,32,Female,Smart TV,1 Month
Premium,13,2022-08-30,Spain,35,Female,Smart TV,1 Month
Standard,11,2022-08-29,Spain,31,Female,Smartphone,1 Month
Basic,12,2022-08-25,United States,45,Female,Smartphone,1 Month
Standard,14,2022-08-03,Canada,38,Female,Laptop,1 Month
Premium,12,2022-08-02,United States,34,Male,Smartphone,1 Month
Basic,15,2022-08-02,United States,37,Female,Smartphone,1 Month
Premium,12,2022-08-01,Canada,27,Female,Smart TV,1 Month
Standard,13,2022-07-31,United Kingdom,44,Female,Tablet,1 Month
Basic,10,2022-07-22,Australia,46,Male,Smart TV,1 Month
Standard,14,2022-07-22,Germany,37,Male,Smart TV,1 Month
Premium,14,2022-07-19,France,44,Male,Tablet,1 Month
Basic,15,2022-07-17,Brazil,29,Male,Smart TV,1 Month
Standard,13,2022-07-16,Mexico,28,Female,Laptop,1 Month
Premium,14,2022-07-16,Spain,50,Male,Smart TV,1 Month
Basic,13,2022-07-16,Italy,39,Male,Laptop,1 Month
Premium,10,2022-07-16,Spain,34,Female,Smart TV,1 Month
Basic,14,2022-07-17,Spain,40,Male,Smart TV,1 Month
Standard,12,2022-07-19,United States,30,Male,Laptop,1 Month
Standard,14,2022-07-20,Canada,41,Female,Laptop,1 Month
Basic,12,2022-07-21,United States,39,Male,Tablet,1 Month
Premium,15,2022-07-23,United States,51,Male,Smartphone,1 Month
Basic,15,2022-08-03,Canada,28,Female,Smartphone,1 Month
Standard,12,2022-08-06,United Kingdom,30,Female,Tablet,1 Month
Premium,11,2022-08-10,Australia,30,Female,Smartphone,1 Month
Basic,10,2022-08-13,Germany,44,Female,Tablet,1 Month
Premium,12,2022-08-15,France,29,Female,Smart TV,1 Month
Basic,11,2022-08-19,Brazil,28,Female,Tablet,1 Month
Standard,10,2022-08-22,Mexico,48,Male,Tablet,1 Month
Standard,11,2022-08-28,Spain,42,Female,Smart TV,1 Month
Basic,14,2022-09-06,Italy,39,Male,Smartphone,1 Month
Premium,14,2022-09-16,Spain,44,Female,Smart TV,1 Month
Basic,11,2022-09-18,Spain,49,Male,Smart TV,1 Month
Standard,12,2022-09-23,United States,49,Female,Smart TV,1 Month
Premium,10,2022-09-28,Canada,36,Female,Laptop,1 Month
Basic,14,2022-09-29,United States,50,Female,Laptop,1 Month
Premium,10,2022-10-07,United States,49,Female,Smartphone,1 Month
Basic,11,2022-10-08,Canada,36,Male,Smartphone,1 Month
Standard,13,2022-10-10,United Kingdom,28,Female,Laptop,1 Month
Standard,15,2022-10-14,Australia,45,Female,Smartphone,1 Month
Basic,14,2022-10-16,Germany,31,Female,Smartphone,1 Month
Premium,11,2022-10-18,France,46,Male,Tablet,1 Month
Basic,14,2022-10-21,Brazil,27,Male,Tablet,1 Month
Standard,13,2022-10-24,Mexico,43,Male,Tablet,1 Month
Premium,10,2022-10-27,Spain,51,Female,Smart TV,1 Month
Basic,13,2022-10-29,Italy,47,Female,Smartphone,1 Month
Premium,15,2022-10-31,Spain,48,Female,Tablet,1 Month
Basic,14,2022-11-04,Spain,31,Female,Tablet,1 Month
Standard,15,2022-11-06,United States,48,Female,Smartphone,1 Month
Standard,10,2022-11-08,Canada,36,Male,Smartphone,1 Month
Basic,10,2022-11-09,United States,38,Female,Tablet,1 Month
Premium,13,2022-11-11,United States,39,Male,Smartphone,1 Month
Basic,11,2022-11-12,Canada,48,Male,Tablet,1 Month
Standard,12,2022-11-12,United Kingdom,30,Female,Smart TV,1 Month
Premium,12,2022-11-12,Australia,30,Male,Smart TV,1 Month
Basic,15,2022-11-12,Germany,35,Female,Smart TV,1 Month
Premium,13,2022-11-13,France,41,Male,Laptop,1 Month
Basic,11,2022-11-13,Brazil,40,Female,Smart TV,1 Month
Standard,10,2022-11-12,Mexico,50,Male,Smart TV,1 Month
Standard,12,2022-11-05,Spain,42,Female,Smartphone,1 Month
Basic,15,2022-11-03,Italy,30,Male,Tablet,1 Month
Premium,12,2022-10-30,Spain,34,Male,Laptop,1 Month
Basic,15,2022-10-26,Spain,40,Female,Smartphone,1 Month
Standard,14,2022-10-24,United States,47,Female,Smartphone,1 Month
Premium,12,2022-10-24,Canada,36,Male,Laptop,1 Month
Basic,13,2022-10-20,United States,50,Female,Tablet,1 Month
Basic,10,2022-10-17,United States,46,Male,Smartphone,1 Month
Basic,14,2022-09-29,Canada,27,Female,Tablet,1 Month
Standard,12,2022-09-28,United Kingdom,39,Female,Laptop,1 Month
Premium,10,2022-09-06,Australia,49,Male,Smart TV,1 Month
Basic,12,2022-09-05,Germany,37,Female,Tablet,1 Month
Basic,13,2022-08-31,France,28,Male,Tablet,1 Month
Premium,12,2022-08-30,Brazil,40,Male,Laptop,1 Month
Standard,10,2022-08-16,Mexico,47,Male,Tablet,1 Month
Standard,11,2022-08-16,Spain,51,Female,Laptop,1 Month
Basic,13,2022-08-07,Italy,47,Male,Laptop,1 Month
Premium,10,2022-08-05,Spain,33,Female,Laptop,1 Month
Standard,13,2022-08-06,Spain,37,Female,Laptop,1 Month
Basic,15,2022-07-28,United States,42,Male,Laptop,1 Month
Standard,11,2022-07-29,Canada,50,Female,Smart TV,1 Month
Premium,14,2022-07-25,United States,47,Female,Tablet,1 Month
Basic,10,2022-07-25,United States,40,Female,Smartphone,1 Month
Premium,11,2022-07-25,Canada,35,Male,Smart TV,1 Month
Standard,11,2022-07-18,United Kingdom,29,Female,Smartphone,1 Month
Basic,11,2022-07-17,Australia,48,Female,Smartphone,1 Month
Standard,10,2022-07-17,Germany,35,Male,Smart TV,1 Month
Premium,13,2022-07-18,France,41,Female,Smartphone,1 Month
Basic,14,2022-07-19,Brazil,29,Female,Laptop,1 Month
Standard,11,2022-07-20,Mexico,33,Male,Smart TV,1 Month
Premium,12,2022-07-21,Spain,36,Male,Smart TV,1 Month
Basic,15,2022-07-23,Italy,43,Female,Laptop,1 Month
Premium,14,2022-07-25,Spain,28,Female,Smart TV,1 Month
Basic,15,2022-08-04,Spain,33,Female,Smart TV,1 Month
Standard,12,2022-08-09,United States,38,Male,Laptop,1 Month
Standard,13,2022-08-12,Canada,48,Female,Tablet,1 Month
Basic,15,2022-08-13,United States,35,Female,Smart TV,1 Month
